Date,Open,High,Low,Close,Adj Close,Volume
2020-02-19,60.110001,60.619999,59.830002,60.340000,52.275349,12804900
2020-02-20,60.230000,60.540001,59.720001,59.860001,51.859501,14817200
2020-02-21,59.509998,59.509998,58.790001,59.130001,51.227074,20315700
2020-02-24,57.619999,57.799999,56.360001,56.360001,48.827293,32096600
2020-02-25,56.750000,56.750000,53.970001,54.200001,46.955978,36414500
2020-02-26,54.549999,54.820000,52.930000,53.009998,45.925026,29801000
2020-02-27,51.709999,52.439999,49.799999,49.820000,43.161381,48141300
2020-02-28,48.770000,51.439999,48.009998,51.439999,44.564861,62446700
2020-03-02,52.590000,53.889999,51.130001,53.880001,46.678745,38127600
2020-03-03,53.950001,54.150002,50.980000,51.299999,44.443577,50580700
2020-03-04,52.230000,52.480000,51.119999,52.419998,45.413879,24079600
2020-03-05,50.419998,50.700001,49.040001,50.110001,43.412621,40788200
2020-03-06,48.840000,49.009998,47.200001,47.689999,41.316063,55640500
2020-03-09,41.709999,44.570000,40.799999,41.860001,36.265270,72896300
2020-03-10,46.169998,46.259998,41.450001,43.410000,37.608101,60445900
2020-03-11,42.389999,43.480000,41.750000,41.980000,36.369228,51986100
2020-03-12,39.900002,40.650002,37.000000,37.180000,32.210762,65725300
2020-03-13,40.009998,40.139999,35.000000,38.119999,33.025124,79891500
2020-03-16,34.400002,37.880001,33.250000,34.490002,29.880295,48924700
2020-03-17,35.209999,37.380001,34.200001,36.810001,31.890219,41204400
2020-03-18,34.549999,36.709999,31.230000,33.119999,28.693396,54036400
2020-03-19,33.730000,34.900002,32.349998,34.430000,29.828312,49412400
2020-03-20,34.840000,35.180000,31.559999,32.740002,28.364187,76534600
2020-03-23,32.529999,32.700001,30.110001,31.450001,27.246599,56952500
2020-03-24,34.419998,36.169998,33.330002,35.439999,30.703321,61835600
2020-03-25,36.509998,38.590000,35.180000,37.290001,32.306061,56607700
2020-03-26,37.500000,39.560001,36.720001,38.820000,33.631569,46722000
2020-03-27,37.130001,37.680000,36.200001,36.950001,32.011497,51558600
2020-03-30,36.230000,38.150002,35.860001,37.500000,32.487991,45835000
2020-03-31,38.340000,39.450001,37.369999,37.970001,32.895176,41491600
2020-04-01,36.860001,38.700001,36.340000,37.529999,32.513981,36045900
2020-04-02,38.740002,41.959999,37.900002,40.400002,35.000401,62000200
2020-04-03,41.450001,42.180000,38.520000,39.209999,33.969448,48425700
2020-04-06,39.880001,40.830002,39.230000,40.470001,35.061047,41301900
2020-04-07,42.900002,43.320000,41.160000,41.240002,35.728138,48921800
2020-04-08,41.950001,44.040001,41.470001,43.849998,37.989292,33355600
2020-04-09,45.459999,46.709999,41.740002,43.130001,37.365520,60107300
2020-04-13,44.450001,44.689999,41.970001,42.759998,37.044971,29651900
2020-04-14,43.000000,43.750000,41.910000,42.430000,36.759079,30769000
2020-04-15,41.000000,41.060001,39.380001,40.480000,35.069710,33125000
2020-04-16,40.480000,40.480000,38.930000,39.150002,33.917465,30934000
2020-04-17,39.880001,43.320000,39.869999,43.220001,37.443501,40829100
2020-04-20,40.750000,42.740002,40.540001,41.180000,35.676147,39260800
2020-04-21,40.400002,42.130001,39.630001,40.959999,35.485550,44381600
2020-04-22,42.599998,42.930000,41.860001,42.130001,36.499180,27074200
2020-04-23,43.130001,44.660000,42.810001,43.450001,37.642761,35271000
2020-04-24,44.400002,44.889999,43.130001,43.730000,37.885330,28653800
2020-04-27,43.590000,44.320000,42.230000,43.939999,38.067265,28274400
2020-04-28,44.369999,45.389999,44.110001,44.970001,38.959602,26545100
2020-04-29,46.259998,47.599998,46.160000,47.459999,41.116810,29502500
2020-04-30,47.680000,47.680000,45.770000,46.470001,40.259129,37076300
2020-05-01,45.630001,46.389999,43.000000,43.139999,37.374191,35399300
2020-05-04,42.509998,44.939999,42.220001,44.880001,38.881634,27465600
2020-05-05,46.259998,47.150002,44.660000,44.830002,38.838318,29276200
2020-05-06,44.930000,45.270000,43.900002,43.990002,38.110588,22659000
2020-05-07,44.959999,45.270000,43.970001,44.240002,38.327164,22160300
2020-05-08,45.310001,46.220001,44.980000,46.180000,40.007885,19977400
2020-05-11,46.110001,46.200001,45.509998,45.740002,39.626690,22258000
2020-05-12,45.419998,45.669998,44.119999,44.119999,38.964333,25439100
2020-05-13,43.740002,43.869999,41.599998,41.930000,37.030243,30827900
2020-05-14,41.070000,42.549999,40.200001,42.299999,37.357006,24856500
2020-05-15,42.380001,43.009998,41.849998,42.000000,37.092068,22445600
2020-05-18,44.400002,45.580002,44.060001,45.340000,40.041767,32026100
2020-05-19,45.549999,46.630001,43.930000,43.939999,38.805359,21771600
2020-05-20,44.619999,45.580002,44.570000,45.369999,40.068260,19352400
2020-05-21,45.439999,45.790001,44.389999,44.560001,39.352917,19130700
2020-05-22,44.049999,44.669998,43.450001,44.599998,39.388241,15406400
2020-05-26,45.740002,46.299999,45.470001,45.910000,40.545158,20356500
2020-05-27,46.660000,47.139999,45.410000,46.240002,40.836605,20788300
2020-05-28,46.430000,46.459999,44.930000,45.040001,39.776825,19698000
2020-05-29,44.820000,45.689999,44.369999,45.470001,40.156574,25874700
2020-06-01,45.320000,46.450001,44.799999,46.279999,40.871922,19031000
2020-06-02,46.860001,47.450001,46.750000,47.310001,41.781559,22319000
2020-06-03,48.000000,49.400002,47.950001,49.240002,43.486031,23418000
2020-06-04,48.880001,49.150002,48.160000,49.099998,43.362392,18731400
2020-06-05,51.650002,53.450001,51.599998,53.080002,46.877308,41328900
2020-06-08,54.720001,55.360001,53.459999,54.740002,48.343327,33579400
2020-06-09,52.880001,53.970001,52.450001,53.520000,47.265884,27276900
2020-06-10,53.500000,53.500000,50.599998,50.650002,44.731266,31156800
2020-06-11,47.529999,48.840000,46.099998,46.180000,40.783607,39183000
2020-06-12,48.040001,48.619999,45.910000,47.169998,41.657917,30978100
2020-06-15,45.349998,47.759998,44.750000,47.139999,41.631432,27929300
2020-06-16,49.570000,49.750000,47.240002,48.200001,42.567558,26203400
2020-06-17,48.000000,48.130001,46.599998,46.630001,41.181023,19279400
2020-06-18,46.110001,47.330002,45.770000,46.919998,41.437134,21478700
2020-06-19,48.220001,48.259998,45.980000,45.980000,40.606979,48899900
2020-06-22,45.689999,46.439999,45.400002,46.419998,40.995564,17565400
2020-06-23,46.900002,47.220001,46.500000,46.700001,41.242840,18916600
2020-06-24,45.910000,45.959999,44.250000,44.500000,39.299931,27626900
2020-06-25,44.049999,45.240002,43.689999,45.169998,39.891636,19353600
2020-06-26,44.880001,44.939999,43.500000,43.619999,38.522762,31518600
2020-06-29,43.810001,44.580002,43.540001,44.320000,39.140961,17052100
2020-06-30,43.430000,44.970001,43.160000,44.720001,39.494221,22153600
2020-07-01,44.490002,45.380001,43.669998,43.709999,38.602242,17290100
2020-07-02,44.619999,45.189999,43.930000,44.080002,38.929005,18216600
2020-07-06,44.669998,45.080002,43.840000,44.389999,39.202778,22692000
2020-07-07,43.900002,44.000000,43.110001,43.240002,38.187168,17407600
2020-07-08,43.150002,43.930000,42.840000,43.139999,38.098850,18291400
2020-07-09,42.900002,43.099998,41.290001,41.360001,36.526852,25882000
2020-07-10,41.119999,42.709999,41.099998,42.650002,37.666111,18951000
2020-07-13,42.980000,43.290001,42.230000,42.660000,37.674942,20028300
2020-07-14,42.529999,44.189999,42.259998,44.070000,38.920177,21444100
2020-07-15,45.029999,45.090000,44.209999,44.630001,39.414734,17332400
2020-07-16,44.310001,44.810001,43.790001,44.279999,39.105633,14673700
2020-07-17,44.330002,44.689999,43.389999,43.520000,38.434441,17958900
2020-07-20,43.209999,43.509998,42.480000,42.500000,37.533642,18553900
2020-07-21,43.150002,45.189999,43.110001,44.650002,39.432400,28821800
2020-07-22,44.150002,44.150002,43.369999,43.610001,38.513931,21345400
2020-07-23,43.400002,43.820000,43.020000,43.700001,38.593410,17934400
2020-07-24,43.880001,44.419998,43.189999,43.430000,38.354961,16415300
2020-07-27,43.230000,44.090000,42.970001,44.070000,38.920177,18547900
2020-07-28,43.910000,44.250000,43.459999,43.549999,38.460938,19190500
2020-07-29,43.709999,44.090000,43.340000,44.029999,38.884846,14143200
2020-07-30,43.130001,43.180000,41.830002,41.869999,36.977257,29901100
2020-07-31,41.160000,42.169998,40.910000,42.080002,37.162720,32116200
2020-08-03,42.049999,42.500000,41.470001,42.250000,37.312855,23033600
2020-08-04,42.340000,43.599998,42.240002,43.470001,38.390289,17724000
2020-08-05,44.150002,44.310001,43.529999,43.849998,38.725883,17175100
2020-08-06,43.400002,43.900002,43.250000,43.639999,38.540421,14434900
2020-08-07,43.230000,43.520000,42.810001,43.439999,38.363789,18757900
2020-08-10,43.990002,44.599998,43.599998,44.509998,39.308758,24367800
2020-08-11,45.500000,46.419998,44.730000,44.970001,39.715008,28987500
2020-08-12,44.459999,44.939999,43.630001,44.090000,39.705997,22503200
2020-08-13,43.500000,43.869999,42.919998,43.009998,38.733387,17338700
2020-08-14,42.599998,43.279999,42.410000,43.200001,38.904495,13595700
2020-08-17,43.169998,43.169998,42.470001,42.639999,38.400177,15554600
2020-08-18,42.590000,43.189999,42.290001,42.430000,38.211060,13014000
2020-08-19,42.349998,42.660000,41.869999,41.959999,37.787785,14473100
2020-08-20,41.689999,41.889999,41.299999,41.320000,37.211426,15678500
2020-08-21,41.299999,41.340000,40.709999,41.009998,36.932251,25517700
2020-08-24,41.279999,42.509998,41.090000,42.220001,38.021938,18208900
2020-08-25,41.660000,42.070000,40.700001,40.880001,36.815178,31285600
2020-08-26,40.639999,40.840000,40.000000,40.009998,36.031681,26795000
2020-08-27,40.000000,40.299999,39.310001,39.740002,35.788536,32034300
2020-08-28,39.840000,40.919998,39.759998,40.689999,36.644073,33477100
2020-08-31,40.639999,40.720001,39.900002,39.939999,35.968643,25259600
2020-09-01,39.750000,39.750000,39.049999,39.430000,35.509357,22464100
2020-09-02,39.230000,39.720001,38.950001,39.189999,35.293217,26413400
2020-09-03,39.200001,40.029999,38.880001,39.110001,35.221176,28817200
2020-09-04,39.459999,39.790001,38.650002,39.080002,35.194160,24632500
2020-09-08,38.250000,38.680000,37.349998,38.180000,34.383644,38496400
2020-09-09,38.349998,38.840000,37.919998,37.950001,34.176514,25886100
2020-09-10,38.270000,38.369999,36.900002,37.000000,33.320980,34381200
2020-09-11,37.130001,37.310001,36.490002,36.900002,33.230927,26838600
2020-09-14,36.910000,37.009998,36.490002,36.660000,33.014786,26129900
2020-09-15,36.799999,37.380001,36.209999,36.270000,32.663567,23724200
2020-09-16,36.459999,38.150002,36.270000,37.810001,34.050442,30890900
2020-09-17,37.349998,37.980000,36.970001,37.799999,34.041439,24696200
2020-09-18,37.529999,37.820000,36.700001,37.189999,33.492085,46853800
2020-09-21,36.430000,36.709999,35.680000,36.430000,32.807655,35351800
2020-09-22,36.459999,36.840000,35.470001,35.529999,31.997145,27303200
2020-09-23,35.650002,35.790001,34.349998,34.389999,30.970495,31251400
2020-09-24,34.400002,34.820000,33.759998,34.320000,30.907461,26796000
2020-09-25,34.000000,34.939999,33.880001,34.639999,31.195637,23486000
2020-09-28,35.139999,35.900002,35.099998,35.310001,31.799021,23396500
2020-09-29,35.000000,35.110001,33.990002,34.279999,30.871437,20770500
2020-09-30,34.639999,34.919998,34.130001,34.330002,30.916466,22223700
2020-10-01,33.790001,34.099998,32.939999,33.130001,29.835787,36890200
2020-10-02,32.250000,33.349998,32.209999,32.980000,29.700699,32694300
2020-10-05,33.320000,33.750000,33.169998,33.740002,30.385132,22965200
2020-10-06,34.119999,34.419998,33.310001,33.389999,30.069931,26731800
2020-10-07,33.639999,33.740002,33.209999,33.500000,30.168993,23779300
2020-10-08,33.880001,35.340000,33.759998,35.259998,31.753990,34413700
2020-10-09,35.680000,35.950001,34.650002,34.740002,31.285700,29228600
2020-10-12,34.540001,34.730000,34.230000,34.630001,31.186636,17912800
2020-10-13,34.730000,34.869999,34.099998,34.220001,30.817404,20995100
2020-10-14,34.060001,34.830002,34.029999,34.150002,30.754368,17743000
2020-10-15,33.700001,34.459999,33.270000,34.450001,31.024534,23251600
2020-10-16,34.369999,34.639999,33.880001,34.099998,30.709333,22627200
2020-10-19,34.099998,34.369999,33.389999,33.419998,30.096949,23645800
2020-10-20,33.660000,33.930000,33.330002,33.700001,30.349110,23040600
2020-10-21,33.509998,33.619999,33.139999,33.160000,29.862803,28619300
2020-10-22,33.180000,34.959999,33.020000,34.860001,31.393766,31831500
2020-10-23,34.970001,35.080002,33.860001,34.160000,30.763367,27429100
2020-10-26,33.610001,33.770000,32.950001,33.349998,30.033909,30888700
2020-10-27,33.150002,33.200001,32.700001,32.820000,29.556612,27100700
2020-10-28,32.099998,32.380001,31.520000,31.570000,28.430901,42136400
2020-10-29,31.410000,33.130001,31.110001,32.970001,29.691694,38622800
2020-10-30,32.410000,33.139999,32.009998,32.619999,29.376497,47885700
2020-11-02,33.139999,34.459999,32.570000,33.990002,30.610275,40130300
2020-11-03,34.490002,34.490002,33.130001,33.410000,30.087944,36773000
2020-11-04,33.270000,34.139999,32.529999,33.230000,29.925840,35410100
2020-11-05,33.369999,33.919998,33.139999,33.169998,29.871809,30824100
2020-11-06,33.099998,33.660000,32.619999,32.779999,29.520588,33985600
2020-11-09,36.419998,38.009998,36.060001,36.930000,33.257938,76879400
2020-11-10,37.049999,37.430000,35.980000,36.860001,33.995773,49055400
2020-11-11,37.090000,37.119999,36.189999,36.480000,33.645298,34124500
2020-11-12,35.860001,36.290001,34.869999,35.230000,32.492435,30933700
2020-11-13,35.400002,36.250000,35.380001,36.080002,33.276386,29241500
2020-11-16,37.590000,38.169998,37.099998,38.160000,35.194759,38596800
2020-11-17,37.810001,38.709999,37.380001,38.669998,35.665127,26521100
2020-11-18,39.020000,39.130001,37.200001,37.209999,34.318584,31068000
2020-11-19,36.860001,37.500000,36.560001,37.400002,34.493816,26954400
2020-11-20,37.349998,37.410000,36.779999,36.939999,34.069557,18351000
2020-11-23,37.500000,39.430000,37.279999,39.360001,36.301510,29367600
2020-11-24,40.509998,42.080002,40.220001,41.980000,38.717922,46979300
2020-11-25,41.669998,41.709999,40.650002,40.810001,37.638840,28178200
2020-11-27,40.700001,40.939999,39.869999,40.189999,37.067013,14971900
2020-11-30,39.799999,39.880001,37.970001,38.130001,35.167088,45614300
2020-12-01,38.959999,39.650002,38.470001,38.500000,35.508335,32472900
2020-12-02,38.389999,40.419998,38.340000,39.939999,36.836441,29369500
2020-12-03,40.070000,40.639999,39.730000,40.209999,37.085457,27038900
2020-12-04,40.770000,41.759998,40.650002,41.680000,38.441235,28723600
2020-12-07,41.419998,41.540001,40.669998,40.900002,37.721840,24899400
2020-12-08,40.529999,42.590000,40.439999,42.240002,38.957718,32573800
2020-12-09,42.709999,43.730000,42.380001,42.799999,39.474201,37824800
2020-12-10,43.200001,44.470001,42.759998,44.009998,40.590179,38058700
2020-12-11,43.700001,43.930000,43.209999,43.799999,40.396496,25478800
2020-12-14,44.340000,44.459999,42.180000,42.220001,38.939274,30595000
2020-12-15,42.439999,43.220001,42.060001,43.040001,39.695557,27138400
2020-12-16,43.750000,44.110001,42.959999,43.700001,40.304272,34273000
2020-12-17,44.000000,44.040001,43.400002,43.480000,40.101364,21204600
2020-12-18,43.270000,43.779999,42.419998,42.730000,39.409641,46596800
2020-12-21,41.110001,42.080002,40.529999,41.950001,38.690254,27869500
2020-12-22,41.580002,41.900002,41.230000,41.240002,38.035427,21792900
2020-12-23,41.509998,42.389999,41.459999,41.770000,38.524239,19085900
2020-12-24,41.650002,41.849998,41.380001,41.599998,38.367447,8039000
2020-12-28,41.689999,42.549999,41.520000,41.740002,38.496574,23877500
2020-12-29,42.040001,42.119999,41.200001,41.270000,38.063091,20287700
2020-12-30,41.330002,42.419998,41.270000,41.599998,38.367447,23807300
2020-12-31,41.470001,41.680000,40.970001,41.220001,38.016979,22786500
2021-01-04,41.450001,42.250000,41.000000,41.500000,38.275227,27764700
2021-01-05,41.840000,44.799999,41.830002,43.500000,40.119808,44035100
2021-01-06,44.410000,45.099998,43.700001,44.610001,41.143555,36484800
2021-01-07,45.000000,45.570000,44.529999,44.959999,41.466358,29528100
2021-01-08,45.200001,45.820000,44.950001,45.459999,41.927505,28628200
2021-01-11,45.040001,47.139999,44.750000,46.840000,43.200275,38246200
2021-01-12,47.459999,48.169998,46.910000,47.880001,44.159462,36915100
2021-01-13,48.529999,48.709999,47.689999,48.419998,44.657490,29000300
2021-01-14,48.500000,51.080002,48.500000,50.310001,46.400635,35474800
2021-01-15,48.910000,49.080002,47.290001,47.889999,44.168682,42411300
2021-01-19,48.450001,49.439999,48.349998,48.840000,45.044861,24932600
2021-01-20,49.110001,49.740002,48.990002,49.529999,45.681248,22342400
2021-01-21,49.330002,49.389999,47.680000,48.110001,44.371590,29044500
2021-01-22,47.009998,47.639999,46.639999,47.430000,43.744431,23264800
2021-01-25,46.900002,47.049999,46.160000,46.900002,43.255615,26395800
2021-01-26,47.259998,47.860001,45.849998,45.869999,42.305649,23976800
2021-01-27,45.000000,46.660000,44.529999,45.349998,41.826054,32410300
2021-01-28,45.939999,46.590000,45.689999,46.060001,42.480885,24967200
2021-01-29,45.549999,46.040001,44.509998,44.840000,41.355682,38961100
2021-02-01,45.580002,45.580002,44.290001,44.919998,41.429470,24412400
2021-02-02,45.810001,46.990002,45.279999,45.630001,42.084297,31940400
2021-02-03,45.630001,47.669998,45.419998,47.419998,43.735199,28459300
2021-02-04,47.880001,48.380001,47.250000,48.330002,44.574497,25280300
2021-02-05,49.180000,50.119999,49.040001,49.950001,46.068611,34980100
2021-02-08,50.919998,52.360001,50.709999,52.099998,48.051540,36998700
2021-02-09,50.669998,50.959999,49.770000,50.630001,47.488773,28977000
2021-02-10,50.630001,51.419998,50.389999,51.119999,47.948364,25723800
2021-02-11,50.889999,50.930000,48.779999,49.840000,46.747780,26972200
2021-02-12,49.430000,50.709999,49.410000,50.520000,47.385593,19756700
2021-02-16,51.959999,52.529999,51.619999,52.040001,48.811291,28060100
2021-02-17,52.349998,53.270000,51.799999,52.849998,49.571030,25509700
2021-02-18,52.810001,52.939999,51.860001,52.020000,48.792530,20627600
2021-02-19,52.110001,52.560001,51.919998,52.369999,49.120811,22607200
2021-02-22,52.590000,54.810001,52.590000,54.299999,50.931076,36435100
2021-02-23,54.980000,55.259998,53.740002,55.049999,51.634541,33527900
2021-02-24,55.189999,57.000000,54.869999,56.700001,53.182171,28728600
2021-02-25,56.980000,57.250000,55.349998,55.759998,52.300488,29670900
2021-02-26,54.410000,55.060001,53.119999,54.369999,50.996727,35291000
2021-03-01,56.470001,57.610001,56.130001,56.400002,52.900784,36998300
2021-03-02,56.650002,56.959999,56.020000,56.070000,52.591255,30302600
2021-03-03,56.419998,57.959999,55.880001,56.520000,53.013336,35358900
2021-03-04,57.119999,59.470001,57.099998,58.709999,55.067463,52137500
2021-03-05,59.830002,61.049999,59.110001,60.930000,57.149727,51429800
2021-03-08,61.580002,61.610001,59.820000,60.869999,57.093452,38154600
2021-03-09,60.610001,61.389999,59.470001,59.930000,56.211769,35645900
2021-03-10,60.520000,61.919998,60.029999,61.770000,57.937614,31579100
2021-03-11,61.779999,62.549999,61.259998,61.310001,57.506153,24802600
2021-03-12,61.549999,62.369999,61.500000,61.970001,58.125206,20422700
2021-03-15,61.490002,61.860001,59.869999,60.389999,56.643227,31243600
2021-03-16,59.540001,59.660000,58.439999,59.110001,55.442642,30624800
2021-03-17,58.689999,59.730000,58.619999,59.369999,55.686516,25575500
2021-03-18,58.810001,58.970001,56.520000,56.810001,53.285347,38622800
2021-03-19,56.709999,57.470001,55.810001,56.490002,52.985195,84439400
2021-03-22,56.500000,56.860001,55.900002,55.910000,52.441181,29315100
2021-03-23,54.939999,56.290001,54.450001,55.220001,51.793995,33493300
2021-03-24,56.080002,57.279999,56.080002,56.340000,52.844501,29781800
2021-03-25,55.209999,56.500000,54.500000,56.180000,52.694435,31495900
2021-03-26,57.299999,57.779999,56.520000,57.709999,54.129505,34226500
2021-03-29,57.340000,57.820000,56.740002,57.400002,53.838737,21144400
2021-03-30,56.860001,57.360001,56.490002,56.689999,53.172787,20303400
2021-03-31,56.349998,56.630001,55.799999,55.830002,52.366150,23686500
2021-04-01,56.320000,57.450001,56.139999,57.389999,53.829361,23194500
2021-04-05,57.299999,57.320000,56.139999,56.500000,52.994579,23264800
2021-04-06,56.840000,57.540001,56.259998,56.340000,52.844501,18926300
2021-04-07,56.389999,56.770000,56.240002,56.590000,53.078991,22385000
2021-04-08,55.930000,56.080002,55.320000,56.000000,52.525600,21999300
2021-04-09,56.000000,56.439999,55.529999,55.869999,52.403664,20020700
2021-04-12,56.759998,56.790001,55.310001,55.500000,52.056625,20238800
2021-04-13,55.299999,55.980000,55.090000,55.709999,52.253590,19370600
2021-04-14,56.410000,58.009998,56.250000,57.320000,53.763702,28051100
2021-04-15,57.419998,57.419998,56.779999,56.980000,53.444798,23250300
2021-04-16,57.360001,57.680000,56.439999,56.660000,53.144650,22752000
2021-04-19,56.750000,57.139999,55.959999,56.480000,52.975819,21123300
2021-04-20,56.470001,56.470001,54.779999,55.290001,51.859646,21782100
2021-04-21,54.500000,56.130001,54.299999,56.000000,52.525600,16625600
2021-04-22,55.990002,55.990002,55.020000,55.270000,51.840889,21600100
2021-04-23,55.270000,55.939999,55.180000,55.570000,52.122280,15337900
2021-04-26,55.470001,56.290001,55.439999,55.680000,52.225449,16083800
2021-04-27,56.009998,56.630001,55.810001,56.410000,52.910156,19278600
2021-04-28,56.910000,58.459999,56.790001,58.110001,54.504684,24729800
2021-04-29,58.919998,59.480000,58.150002,58.939999,55.283192,27318400
2021-04-30,58.330002,58.889999,57.160000,57.240002,53.688667,30518400
2021-05-03,57.980000,58.990002,57.740002,58.820000,55.170635,20509600
2021-05-04,59.000000,59.500000,58.509998,59.189999,55.517677,23522200
2021-05-05,59.770000,61.049999,59.400002,60.970001,57.187244,31526200
2021-05-06,60.860001,61.639999,60.029999,61.549999,57.731258,26836800
2021-05-07,61.070000,62.470001,60.849998,62.430000,58.556667,33610600
2021-05-10,63.240002,64.019997,62.529999,62.580002,58.697361,31956600
2021-05-11,61.630001,62.389999,60.389999,60.590000,56.830822,34563800
2021-05-12,60.009998,61.680000,59.750000,60.040001,57.135342,34426500
2021-05-13,59.000000,60.450001,58.750000,59.299999,56.431141,24268200
2021-05-14,59.930000,60.880001,59.930000,60.770000,57.830021,20735400
2021-05-17,60.540001,62.250000,60.430000,62.189999,59.181324,25282500
2021-05-18,62.000000,62.299999,60.400002,60.430000,57.506477,25170800
2021-05-19,59.099998,59.860001,58.419998,58.980000,56.126621,28889800
2021-05-20,58.950001,59.150002,58.240002,58.840000,55.993397,20692500
2021-05-21,59.419998,59.830002,58.849998,58.919998,56.069527,20792700
2021-05-24,59.080002,59.799999,58.689999,59.610001,56.726143,18400300
2021-05-25,59.500000,59.540001,58.119999,58.259998,55.441456,25616100
2021-05-26,58.250000,59.119999,57.900002,58.939999,56.088554,21698700
2021-05-27,59.230000,59.700001,58.020000,58.560001,55.726940,33556000
2021-05-28,58.730000,58.799999,58.110001,58.369999,55.546135,19246800
2021-06-01,59.450001,60.700001,59.450001,60.459999,57.535019,28474200
2021-06-02,60.750000,61.310001,60.169998,60.939999,57.991795,22978300
2021-06-03,60.549999,61.410000,60.349998,61.180000,58.220192,20272800
2021-06-04,61.459999,61.700001,60.779999,61.450001,58.477127,20427800
2021-06-07,61.330002,61.730000,61.020000,61.049999,58.096478,15477900
2021-06-08,61.500000,62.480000,60.669998,62.130001,59.124226,28953400
2021-06-09,62.669998,63.419998,62.189999,62.650002,59.619072,29133000
2021-06-10,63.610001,63.980000,62.250000,62.750000,59.714237,27488700
2021-06-11,63.009998,63.189999,62.139999,62.169998,59.162296,17631700
2021-06-14,62.299999,62.779999,61.570000,62.070000,59.067131,16997200
2021-06-15,62.480000,64.400002,62.349998,64.330002,61.217800,30717100
2021-06-16,64.320000,64.800003,63.560001,64.099998,60.998917,24803200
2021-06-17,63.860001,64.459999,61.270000,61.990002,58.991005,28491800
2021-06-18,61.000000,61.549999,60.240002,60.400002,57.477932,39590700
2021-06-21,60.930000,62.700001,60.900002,62.590000,59.561977,33145400
2021-06-22,62.849998,64.010002,62.230000,63.790001,60.703922,25140400
2021-06-23,64.050003,64.699997,63.580002,64.260002,61.151184,20701600
2021-06-24,64.150002,64.559998,63.810001,64.519997,61.398605,19568400
2021-06-25,64.610001,64.930000,64.360001,64.660004,61.531830,18438300
2021-06-28,64.559998,64.559998,62.750000,63.009998,59.961655,20570000
2021-06-29,63.209999,63.770000,62.590000,62.619999,59.590523,19579300
2021-06-30,62.700001,63.230000,62.450001,63.080002,60.028271,17875500
2021-07-01,64.330002,64.419998,62.770000,63.259998,60.199558,22530300
2021-07-02,63.009998,63.320000,62.419998,63.169998,60.113914,14555300
2021-07-06,62.750000,62.759998,60.900002,61.369999,58.400997,22110800
2021-07-07,61.180000,61.810001,59.619999,60.410000,57.487442,21671400
2021-07-08,59.450001,60.709999,59.310001,60.139999,57.230503,18935900
2021-07-09,60.700001,61.450001,60.240002,61.230000,58.267769,20086000
2021-07-12,60.419998,61.500000,60.160000,61.169998,58.210667,21809400
2021-07-13,61.000000,61.509998,60.509998,60.880001,57.934700,17147300
2021-07-14,61.169998,61.730000,59.360001,59.529999,56.650017,21573600
2021-07-15,59.169998,59.700001,58.770000,58.950001,56.098080,15851100
